itemid,ITENNAME,pack,manufacturer,CATG,SUBCATG,mrp
TRA0955,TRAFOLIC TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0962,TRANLIV-300 TAB 10'S,,TRA- TRANS BIOTIC,PHARMA,TABLET,
TRA0989,TRANESMA 250 TAB 30'S,,AKUMS DRUGS & PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0992,TRAMACURE TAB 10'S,,CUREFAST PHARMA,PHARMA,TABLET,
TRA0993,TRANESMA PLUS TAB 30'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
TRA1003,TRANSGLO HD CREAM 20G,,IZNG PHARMACEUTICALS,PHARMA,CREAM,
TRA1004,TRAVONIM-RT 0.004% EYE DROPS 3ML,,RUNYON PHARMACEUTICAL PVT LTD,PHARMA,EYE DROPS,
TRA1013,TRANSLOOZ 10G SUSPENSION 200ML,,AROWANA HEALTHCARE,PHARMA,ORAL SUSPENSION,
TRE0001,TRENAXA 5ML INJ,,MACLEODS PHARMACEUTICALS LTD,PHARMA,INJECTION,
TRE0003,TREND XR 500 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRE0004,TRENTAL 400 MG TAB 15'S,,SANOFI AVENTIS INDIA LTD,PHARMA,TABLET,
TRE0005,TRESIVAC 0.5ML INJ,,SERUM INSTITUTE LTD,PHARMA,INJECTION,
TRE0006,TRETIN 0.25% 30 GRM CREAM,,H&H PHARMACEUTICALS LTD,PHARMA,OINTMENT,
TRE0007,TRETIN 0.5% 30 GRM CREAM,,H&H PHARMACEUTICALS LTD,PHARMA,OINTMENT,
TRE0008,TRENAXA 500MG TAB 6'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRE0009,TRENAXA MF TAB 6'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRE0013,TRETIVA 20MG CAP 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
TRE0015,TRETIVA - 10MG CAP 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
TRE0021,TRESMOX LB D CAP 10'S,,ABBOTT INDIA LIMITED,PHARMA,CAPSULE,
TRE0022,TRETIVA 5MG CAP 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
TRE0138,TRETIN-ISO -10MG CAP 10'S,,H&H PHARMACEUTICALS LTD,PHARMA,CAPSULE,
TRE0144,TRESIBA FLEXTOUCH 100IU PRE-FILLED PEN 3ML,,ABBOTT INDIA LIMITED,PHARMA,INJECTION,
TRE0159,TRESCA M TAB 10'S,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
TRE0160,TRESCA-M  200ML SYP,,3GEN PHARMACEUTICALS,PHARMA,LIQUID,
TRE0189,TREMO TAB 10'S,,EVERSHINE HEALTHCARE LTD,PHARMA,TABLET,
TRE0208,TRELAX TAB 10'S,,JAY ELL HEALTHCARE PVT LTD,PHARMA,TABLET,
TRE0211,TREHALUBE 1MG/ML EYE DROPS 10ML,,MICRO LABS LTD,PHARMA,DROPS,
TRE0213,TREZYME CAP 10'S,,TREAT WELL PHARMA PVT LTD,PHARMA,CAPSULE,
TRE0214,TRESIBA PENFIL 100UNITS/ML INJ 3ML,,ABBOTT INDIA LIMITED,PHARMA,INJECTION,
TRE0217,TRECAL-K2 M TAB 10'S,,TREAT WELL PHARMA PVT LTD,PHARMA,TABLET,
TRE0242,TRESIVAC PFS VACCINE 0.5ML-1DOSE,,SERUM INSTITUTE LTD,PHARMA,INJECTION,
TRE0274,TRESCA-AD TAB 10'S,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
TRI0009,TRIFER 15 ML DROP,,APEX LABORATORIES LTD,PHARMA,DROPS,
TRI0012,TRIGABANTIN 100 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0013,TRIGABANTIN 300 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0014,TRIGLYCOMET 15MG TAB 10'S,,USV LTD,PHARMA,TABLET,
TRI0016,TRIKA 0.25 MG TAB 15'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0017,TRIKA 0.5 MG TAB 15'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0018,TRIKA 1 MG TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0027,TRINERVE CAP 10'S,,ALKEM LABORATORIES LTD,PHARMA,CAPSULE,
TRI0029,TRINICALM FORTE 2 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI0030,TRINICALM PLUS 5 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI0034,TRIQUILAR 21'S TAB 1'S,,GERMAN REMEDIES LTD,PHARMA,TABLET,
TRI0041,TRIGLIMIPREX 2MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TRI0042,TRILOPACE TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0048,TRICOFIX COTTON UNDERWRAP 5X1CM,,DUMMY,SURGICAL,CONSUMABLES,
TRI0049,TRICOFIX COTTON UNDERWRAP 7.5X1.5CM,,HI CRATE LABORATORIES PVT LTD,SURGICAL,CONSUMABLES,
TRI0063,TRICAINE MPS GEL - 200ML,,RPG LIFESCIENCES LTD,PHARMA,LIQUID,
TRI0070,TRIPRIDE 1MG TAB 15'S,,MICRO LABS LTD,PHARMA,TABLET,
TRI0071,TRIGLUCORED FORTE 15MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0072,TRIPRIDE -2 TAB 15'S,,MICRO LABS LTD,PHARMA,TABLET,
TRI0079,TRIBEN B 20GM SKIN CREAM,,JENBURKT PHAMACEUTICALS  LTD,PHARMA,OINTMENT,
TRI0082,TRIVEDON -MR 35MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
TRI0090,TRIEXER 1MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
TRI0091,TRIEXER 2MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
TRI0093,TRIGULIN 1MG TAB 15'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,TABLET,
TRI0101,TRICORT 40 MG/ML INJ,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,INJECTION,
TRI0103,TRIGLIMIPREX 1MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TRI0106,TRIOPIL-2MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TRI0109,TRIPLEACAL FORTE CAP 10'S,,USV LTD,PHARMA,CAPSULE,
TRI0112,TRIFLOW CONDITIONER,,DABUR INDIA LTD,FMCG,PERSONAL CARE,
TRI0115,TRICHUP SHAMPOO 200ML,,VASU HEALTHCARE PVT.LTD.,FMCG,PERSONAL CARE,
TRI0121,TRINERGIC L CAP 15'S,,TORRENT (AZUCA),PHARMA,CAPSULE,
TRI0126,TRIOHALE 120MD INHALER,,CIPLA LTD,PHARMA,INHALER,
TRI0135,TRIGLIMISAVE 1MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
TRI0136,TRIGLIMISAVE 2MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
TRI0233,HIMALAYA TRIKATU CAPSULES 60'S,,THE HIMALAYA DRUG COMPANY-(WELLNESS),FMCG,SUPPLEMENTS,
TRI0234,TRIOMEGA CAP 15'S,,SANOFI AVENTIS INDIA LTD,PHARMA,CAPSULE,
TRI0267,TRIXIDE TAB 10'S,,TALENT INDIA LTD,PHARMA,TABLET,
TRI0270,TRIXIDEHTAB 10'S,,TALENT INDIA LTD,PHARMA,TABLET,
TRI0292,TRIGAN D TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TRI0393,TRIGLYNASE 1MG TAB 10'S ***,,USV LTD,PHARMA,TABLET,
TRI0465,TRICIUM-XT TAB 30'S,,CORONA REMEDIES LTD,PHARMA,TABLET,
TRI0479,TRIGLYNASE 1MG TAB 10'S,,USV LTD,PHARMA,TABLET,
TRI0480,TRIGLYNASE 2MG TAB 10'S,,USV LTD,PHARMA,TABLET,
TRI0492,TRIOBIMET 2MG TAB 10'S,,CORONA REMEDIES LTD,PHARMA,TABLET,
TRI0499,TRIOBIMET 1 MG TAB 10'S,,CORONA REMEDIES LTD,PHARMA,TABLET,
TRI0558,TRIGLIMICURE 2MG TAB 10'S,,HBC LIFESCIENCE PVT LTD,PHARMA,TABLET,
TRI0575,TRIPRIDE 2 FORTE TAB 10'S ***,,MICRO LABS LTD,PHARMA,TABLET,
TRI0576,TRIPRIDE 1 FORTE TAB 10'S ***,,MICRO LABS LTD,PHARMA,TABLET,
TRI0590,TRIOLMEZEST 20MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0607,TRIOLMESAR 20MG TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI0608,TRIOLMESAR 40MG TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI0633,TRIGLYNASE 2MG FORTE TAB 10'S ***,,USV LTD,PHARMA,TABLET,
TRI0648,TRIOLMEZEST 40MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0677,TRIVOLIB 2MG TAB 10'S,,AKUMS DRUGS & PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI0678,TRIVOLIB 1MG TAB 10'S,,AKUMS DRUGS & PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI0754,TRIFLOW 150GMS CREAM,,CURADIA PHARMA,PHARMA,OINTMENT,
TRI0780,TRIMACSART TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI0785,TRIOHEP TAB 10'S,,AMAZEON BIOTECH INC,PHARMA,TABLET,
TRI0818,TRIBEN-XT 10 GM  CREAM,,JENBURKT PHAMACEUTICALS  LTD,PHARMA,OINTMENT,
TRI0864,TRIOHALE 200MD INHALER,,CIPLA LTD,PHARMA,INHALER,
TRI0865,TRIAPRIGLIM 2 TAB 10'S,,APRICA HEALTHCARE PVT LTD,PHARMA,TABLET,
TRI0904,TRINERVE LC TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TRI0907,TRIMEZEN MR 35MG TAB 10'S,,ELDER PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI0931,TRIMEGAVOG 1MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TRI0932,TRIMEGAVOG 2MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TRI0934,TRIOLMIGHTY 20MG TAB 10'S,,MERCK LTD,PHARMA,TABLET,
TRI0935,TRIOLMIGHTY 40MG TAB 10'S,,MERCK LTD,PHARMA,TABLET,
TRI0941,TRIOPTAL 450MG TAB 10'S,,NOVARTIS INDIA LTD,PHARMA,TABLET,
TRI0952,TRITELSAR 40MG TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0956,TRITELSAR 80MG HS TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0957,TRITELSAR 80MG TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0966,TRILOSAR 6.25MG TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0975,TRIOLSAR 40MG TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI0983,TRIVOLIB FORTE 2MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI0984,TRIVOLIB FORTE 1MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRI1001,TRIOLSAR 40 HS TAB 10'S,,UNICHEM LABORATORIES LTD.,PHARMA,TABLET,
TRI1005,TRIOLMESAR CH 40 TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1013,TRINEXOVAS 20MG TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1021,TRIGAINE CAFF.SHAMPOO 200ML,,APPLE THEORAPEUTICS PVT.LTD,FMCG,PERSONAL CARE,
TRI1023,TRIPLE A CAL-FD TAB 10'S,,USV LTD,PHARMA,TABLET,
TRI1042,TRIVOGLITOR 1MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1043,TRIVOGLITOR 2MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1083,TRICINOD 10/40/6.25MG TAB 15'S,,AJANTA PHARMA LTD,PHARMA,TABLET,
TRI1090,TRIOLMETOR 40MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1116,TRIPLUS GOLD CAP 10'S,,VARSOY HEALTH CARE,PHARMA,CAPSULE,
TRI1119,TRIOPLAST 5GM DENTAL PASTE,,ICPA HEALTH PRODUCTS LTD,PHARMA,OINTMENT,
TRI1163,TRILAST HAIR SOLUTION 60ML,,AJANTA PHARMA LTD,FMCG,LIQUID,
TRI1171,TRIPRIDE 1MG TAB 15'S ***,,MICRO LABS LTD,PHARMA,TABLET,
TRI1252,TRICHO 5 CAP 15'S,,ETHINEXT PHARMA PVT LTD,PHARMA,CAPSULE,
TRI1258,TRICLENZ 250ML HAIR CLEANSER,,CURATIO HEALTH CARE PVT LTD,FMCG,LIQUID,
TRI1263,TRIVOGLITOR FORTE 2MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1264,TRIVOGLITOR FORTE 1MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1300,TRILUMA 15GM CREAM,,GALDERMA INDIA PVT LTD,PHARMA,OINTMENT,
TRI1329,TRINOGAB TAB 10'S,,ASHES HEALTHCARE PVT LTD,PHARMA,TABLET,
TRI1353,TRICHOSPIRE HAIR KIT TAB 8'S,,ETHIALL REMEDIES,PHARMA,TABLET,
TRI1356,TRIHAIR TAB 10'S,,VARSOY HEALTH CARE,PHARMA,TABLET,
TRI1374,TRI-MAX TAB 10'S,,MAXIS HEALTHCARE PVT LTD,PHARMA,TABLET,
TRI1377,TRIGLIMPER 2/15MG TAB 10'S,,ESWAR THERAPEUTICS PVT LTD,PHARMA,TABLET,
TRI1378,TRIMEX-35MG MR TAB 10'S,,NEXKEM PHARMACEUTIALS PVT LTD,PHARMA,TABLET,
TRI1384,TRINYROS CAP 10'S,,NUTRAGENIX HEALTHCARE PVT LTD,PHARMA,CAPSULE,
TRI1396,TRIANGLE TAB 10'S,,BIO MEDICX READIFINE HEALTHCARE LTD,PHARMA,TABLET,
TRI1397,TRI-AZULIX DS 1MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1398,TRI-AZULIX DS 2MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TRI1424,TRIBETROL 2MG TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
TRI1425,TRIBETROL 2MG FORTE TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
TRI1426,TRIBETROL 1MG TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
TRI1430,TRIBETROL 1MG FORTE TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
TRI1431,TRIBET 2MG TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
TRI1443,TRIBET 1MG TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
TRI1450,TRIPLIXAM 4/1.25/5MG TAB 10'S,,SERDIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,TABLET,
TRI1467,TRICOBA-D3 TAB 10'S,,GENSIS BIOTECH,PHARMA,TABLET,
TRI1470,TRIMDON-35MG MR TAB 10'S,,DAKSH PHARMACEUTICAL PVT LTD,PHARMA,TABLET,
TRI1478,TRIANGULAR BANDAGE 130CMX90CMX90CM (JAHAAN),,JAHAAN HEALTHCARE LLP,SURGICAL,CONSUMABLES,
TRI1520,TRIFAS 1%W/W 10MG CREAM 30G,,MENARINI INDIA LTD,PHARMA,OINTMENT,
TRI1558,TRIPLEACAL 150MG TAB 15'S,,USV LTD,PHARMA,TABLET,
TRI1559,TRIOBIT TAB 10'S,,VTS LIFE SCIENCES,PHARMA,TABLET,
TRI1590,TRIGLYNASE 2 FORTE TAB 10'S #,,USV LTD,PHARMA,TABLET,
TRI1594,TRIOLMESAR 40 TAB 15'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1597,TRIOLMESAR 20 TAB 15'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1605,TRIPINOM 20/5/12.5 TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TRI1611,TRIOLMESAR CH 40 TAB 15'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1615,TRIPLEACAL-FD TAB 15'S,,USV LTD,PHARMA,TABLET,
TRI1617,TRIPAX 25 TAB 15'S,,ALTEUS BIOGENICS PVT LTD,PHARMA,TABLET,
TRI1622,TRIOLMESAR CH 20 TAB 15'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1623,TRINEXOVAS 20 TAB 15'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1631,TRIGLIMISAVE 2 HS PLUS TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
TRI1649,TRIMACARE 1 PLUSPLUS VEG TAB 30'S,,PLUSPLUS LIFESCIENCES LLP,PHARMA,TABLET,
TRI1650,TRIMACARE 2 PLUSPLUS VEG TAB 60'S (30+30),,PLUSPLUS LIFESCIENCES LLP,PHARMA,TABLET,
TRI1651,TRIMACARE 3 PLUSPLUS VEG TAB 60'S (30+30),,PLUSPLUS LIFESCIENCES LLP,PHARMA,TABLET,
TRI1653,TRIPRIDE-2 FORTE TAB 15'S,,MICRO LABS LTD,PHARMA,TABLET,
TRI1655,TRICHOSPIRE-M HAIR KIT TAB 8'S,,ETHIALL REMEDIES,PHARMA,TABLET,
TRI1666,TRICHOSPIRE-F HAIR KIT 1'S,,ETHIALL REMEDIES,PHARMA,TABLET,
TRI1672,TRIOGRIP TAB 10'S,,KINDSPIRIT PHARMACEUTICALS,PHARMA,TABLET,
TRI1678,TRIOSWIFT TAB 10'S,,CELL SALVE PHARMACEUTICALS LTD,PHARMA,TABLET,
TRI1679,TRINOGAB-M TAB 10'S,,ASHES HEALTHCARE PVT LTD,PHARMA,TABLET,
TRO0001,TROPAN 2.5 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRO0002,TROPAN 5 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRO0003,TROPAN XL 5 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRO0007,TROPAC 5ML DROPS,,OPTHO REMEDIES PVT LTD,PHARMA,DROPS,
TRO0032,TROPINE 0.6MG INJ 1ML,,NEON LABORATORIES LTD,PHARMA,INJECTION,
TRO0042,TROPICACYL PLUS DROPS 5ML,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
TRO0063,TROPICACYL 1% 3ML DROPS,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
TRO0068,TROYNURON SR TAB 10'S,,TROIKAA PHARMACEUTICALS,PHARMA,TABLET,
TRO0079,TROFAME - XR CAP 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRO0205,TROIS 50ML OIL,,VENUS,FMCG,OTC,
TRO0228,TROST D CAP 10'S,,NAHREEN LIFE SCIENCES,PHARMA,CAPSULE,
TRO0272,TROLCI TAB 10'S,,CONCORD DRUGS LTD,PHARMA,TABLET,
TRO0274,TROMANIL PLUS TAB 10'S,,PIL-PILL PSYCHOTROPICS,PHARMA,TABLET,
TRO0316,TRONIN MS 0.04%W/W GEL 20G,,TALENT INDIA LTD,PHARMA,OINTMENT,
TRO0341,TROPIFRIN EYE DROPS 5ML,,JAWA PHARAMCEUTICALS PVT LTD,PHARMA,DROPS,
TRO0357,TROPICACYL 1% W/V EYE DROPS 5ML,,SUNWAYS INDIA PVT LTD,PHARMA,DROPS,
TRO0360,TROST-40 D CAP 10'S,,NAHREEN LIFE SCIENCES,PHARMA,CAPSULE,
TRO0361,TROST-40 TAB 10'S,,NAHREEN LIFE SCIENCES,PHARMA,TABLET,
TRO0369,TROMBOPAG 25 TAB 7'S,,NATCO PHARMA LTD,PHARMA,TABLET,
TRU0052,TRUGUT 2-0  SN4241,,SUZ-SUZIKEM DRUGS,SURGICAL,CONSUMABLES,
TRU0173,TRUECORT KID SUSPENSION 30ML,,SYNOKEM PHARMACEUTICALS LTD,PHARMA,LIQUID,
TRU0343,TRUM CT TAB,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
TRU0344,TRUNINE TAB 10'S,,VIVE LIFE SCIENCE PVT LTD,PHARMA,TABLET,
TRU0444,TRULICITY 1.5MG INJ,,ELI LILLY & COMPANY INDIA LTD,PHARMA,INJECTION,
TRU0446,TRULICITY 0.75MG INJ,,ELI LILLY & COMPANY INDIA LTD,PHARMA,INJECTION,
TRU0455,TRUPHYLLINE-3D TAB 10'S,,TRUGEN NEUROSCIENCES PVT LTD,PHARMA,TABLET,
TRU0462,TRUDERMA ABSOLUTE RADIANCE 30ML SERUM,,REGALIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,OINTMENT,
TRU0463,TRUDERMA STABILIZED SERUM 20ML,,REGALIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,OINTMENT,
TRU0464,TRUDERMA SPF 50 SUNSCREEN 50GM GEL,,REGALIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,OINTMENT,
TRU0465,TRUDERMA 20ML VITAMIN C SERUM 20%,,REGALIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,OINTMENT,
TRU0473,TRUSOFT 100ML LOTION,,VTS LIFE SCIENCES,PHARMA,OINTMENT,
TRU0475,TRUDERMA 150ML FACE WASH,,REGALIA PHARMACEUTICALS INDIA PVT LTD,PHARMA,LIQUID,
TRU0497,TRUCOM 5ML OPHTHALMIC SOLUTION,,BERRY & HERBS PHARMA PVT LTD,PHARMA,DROPS,
TRU0499,TRUNAP 3MG SYP 60ML,,BRIO BLISS LIFE SCIENCE PVT LTD,PHARMA,LIQUID,
TRU0502,TRUFOL 800MG TAB 30'S,,OVERSEAS HEALTH CARE PVT LTD,PHARMA,TABLET,
TRU0550,TRUBALIN-M SR 75MG TAB 10'S,,TRUCHAS PHARMACEUTICAL PVT LTD,PHARMA,TABLET,
TRU0557,TRUSOFT MOIST CREAM 150G,,VTS LIFE SCIENCES,PHARMA,LOTION,
TRU0566,TRUBOSE-PLUS 60/500/0.2MG TAB 10'S,,AAR ESS REMEDIES PVT LTD,PHARMA,TABLET,
TRU0578,TRUSARTAN-40MG DT TAB 10'S,,TRUCHAS PHARMACEUTICAL PVT LTD,PHARMA,TABLET,
TRU0583,TRUSOFT SILK HYDRATION LOTION 125ML,,VTS LIFE SCIENCES,PHARMA,LOTION,
TRU0621,TRULITE-AD CREAM 20G,,VTS LIFE SCIENCES,PHARMA,OINTMENT,
TRU0625,TRUHEAL-FORTE TAB 20'S,,JANUS REMEDIES,PHARMA,TABLET,
TRU0626,TRUPRED 1% OPHTHALMIC SUSPENSION 10ML,,BERRY & HERBS PHARMA PVT LTD,PHARMA,DROPS,
TRU0640,TRUFOL GYNE SOFTGEL CAP 15'S,,OVERSEAS HEALTH CARE PVT LTD,PHARMA,CAPSULE,
TRY0001,TRYPTOMER 10 MG TAB 30'S,,WOCKHARDT LTD,PHARMA,TABLET,
TRY0002,TRYPTOMER 25 MG TAB 30'S,,WOCKHARDT LTD,PHARMA,TABLET,
TRY0003,TRYPTOMER 75 MG TAB 10'S,,WOCKHARDT LTD,PHARMA,TABLET,
TRY0074,TRYPTOMER G 300MG TAB 10'S,,WOCKHARDT LTD,PHARMA,TABLET,
TRY0079,TRYPTOMER 50MG TAB 15'S,,WOCKHARDT LTD,PHARMA,TABLET,
TRY0102,TRYFLAM-OIL 60ML,,AVGROW HEALTHCARE LTD,FMCG,AYURVEDIC,
TRY0121,TRY-ULTRA TAB 10'S,,PURE SCIENCE BIOTECH,PHARMA,TABLET,
TRY0147,TRYZEN-D TAB 10'S,,BIOTEC DRUGS,PHARMA,TABLET,
TSA0001,TSART 20MG TAB 15'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0002,TSART 40 MG TAB 15'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0004,TSART-AM TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0012,TSART CT 40MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0014,TSART TRIO TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0015,TSART TRIO 12.5MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0020,TSART H 40/12.5MG TAB 15'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TSA0021,TSART-AM 40/5MG TAB 15'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TST0001,T-STAT TAB 10'S,,MERCURY HEALTH CARE PVT LTD,PHARMA,TABLET,
TST0002,T-STAT 5ML INJ,,MERCURY HEALTH CARE PVT LTD,PHARMA,INJECTION,
TUB0016,TUBERCULINE SYRINGE,,ADONIS LABORATORIES PVT LTD,SURGICAL,CONSUMABLES,
TUF0028,TUFPRO SUSPENSION,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,LIQUID,
TUG0001,TUGAIN 2% 60ML TOPICAL SOLUTION,,CIPLA LTD,PHARMA,LIQUID,
TUG0002,TUGAIN 5%60ML TOPICAL SOLUTION,,CIPLA LTD,PHARMA,LIQUID,
TUG0003,TUGAIN 10%60ML TOPICAL SOLUTION,,CIPLA LTD,PHARMA,LIQUID,
TUG0007,TUGAIN FOAM - 5% / 60GM  GEL,,CIPLA LTD,PHARMA,OINTMENT,
TUG0009,TUGAIN MEN 60ML SOLUTION,,CIPLA LTD,PHARMA,LIQUID,
TUG0012,TUGAIN EVA 5% TOPICAL SOLUTION 60ML,,CIPLA LTD,PHARMA,SOLUTION,
TUL0037,TULSI-51 SYP 100ML,,JOL-JOLLY AYURVADIC,FMCG,OTC,
TUL0040,TULOPLAST 2 PATCH,,ZUVENTUS HEALTHCARE LTD,PHARMA,POWDER,
TUM0004,TUMILAX 170ML SYP,,RAVENMAC PHARMA PVT LTD,PHARMA,LIQUID,
TUM0018,TUMY-SPAS 30ML DROPS,,JUPITER LIFE SCIENCES PVT LTD,PHARMA,LIQUID,
TUM0020,TUMICURE S/F 170ML SUSP,,WELCURE PHARMA,PHARMA,LIQUID,
TUR0012,TURBOVAS -10MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TUR0014,TURMIX 300MG TAB 10'S,,SANAT PRODUCTS LTD,PHARMA,TABLET,
TUR0018,TURBOVAS 5 MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TUR0032,TURBOVAS 20MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
