item_code,brand_x,brand_y,id,mrp,Apollo code,Apollo brand,manufacturer
SIT0109,sitaglo 50 tab 15's,sitaglo 50mg tablet 15s,377833,9.9,SIT0109,sitaglo 50 tab 15's,ARISTO PHARMACEUTICALS PVT LTD
SIT0110,sitaglo 100 tab 15's,sitaglo 100mg tablet 15s,377834,16,SIT0110,sitaglo 100 tab 15's,ARISTO PHARMACEUTICALS PVT LTD
SIT0111,sitaglo m 50/500 tab 15's,sitaglo m 50mg/500mg tablet 15s,377832,11,SIT0111,sitaglo m 50/500 tab 15's,ARISTO PHARMACEUTICALS PVT LTD
SIT0112,sitaglo m forte 50/1000 tab 15's,sitaglo m forte 50mg/1000mg tablet 15s,377831,12.5,SIT0112,sitaglo m forte 50/1000 tab 15's,ARISTO PHARMACEUTICALS PVT LTD
SIT0122,sitalong m-50/500 tab 15's,sitalong m 50mg/500mg tablet 15s,380882,14,SIT0122,sitalong m-50/500 tab 15's,ALTEUS BIOGENICS PVT LTD
SIT0128,sitanat 50 tab 10's,sitanat 50mg tablet 10s,377622,12.9,SIT0128,sitanat 50 tab 10's,NATCO PHARMA LTD
SIT0129,sitanat 100 tab 10's,sitanat 100mg tablet 10s,377623,15.9,SIT0129,sitanat 100 tab 10's,NATCO PHARMA LTD
SIT0130,sitanat-m 50/500 tab 10's,sitanat m 50mg/500mg tablet 10s,377624,14.9,SIT0130,sitanat-m 50/500 tab 10's,NATCO PHARMA LTD
SIT0131,sitanat-m 50/1000 tab 10's,sitanat m 50mg/1000mg tablet 10s,377625,15.9,SIT0131,sitanat-m 50/1000 tab 10's,NATCO PHARMA LTD
SIT0140,sitara-m 100/500mg tab 10's,sitara m 100mg/500mg tablet 10s,377320,14.5,SIT0140,sitara-m 100/500mg tab 10's,INTAS PHARMACEUTICALS LTD
SIT0142,sitamax 50mg tab 10's,sitamax 50mg tablet 10s,379625,12,SIT0142,sitamax 50mg tab 10's,AJANTA PHARMA LTD
SIT0143,sitamax-m 50/500mg tab 10's,sitamax m 50mg/500mg tablet 10s,379629,13,SIT0143,sitamax-m 50/500mg tab 10's,AJANTA PHARMA LTD
SIT0144,sitamax-m 50/1000mg tab 10's,sitamax m 50mg/1000mg tablet 10s,379626,14,SIT0144,sitamax-m 50/1000mg tab 10's,AJANTA PHARMA LTD
SIT0161,sitacose 50 tab 10's,sitacose 50mg tablet 10s,377548,11,SIT0161,sitacose 50 tab 10's,J B CHEMICALS & PHARMACEUTICALS LTD
SIT0162,sitacose 100 tab 10's,sitacose 100mg tablet 10s,377549,12,SIT0162,sitacose 100 tab 10's,J B CHEMICALS & PHARMACEUTICALS LTD
SIT0174,sitenali 50 tab 15's,sitenali 50mg tablet 15s,380409,9,SIT0174,sitenali 50 tab 15's,CADILA HEALTHCARE LTD
SIT0175,sitenali 100 tab 15's,sitenali 100mg tablet 15s,380412,13.5,SIT0175,sitenali 100 tab 15's,CADILA HEALTHCARE LTD
SIT0183,sitalent 50 tab 10's,sitalent 50mg tablet 10s,378849,9.9,SIT0183,sitalent 50 tab 10's,TALENT INDIA LTD
SIT0184,sitalent-m sr 50/500 tab 15's,sitalent m sr 50mg/500mg tablet 15s,378847,15.9,SIT0184,sitalent-m sr 50/500 tab 15's,TALENT INDIA LTD
SIT0185,sitalent-m sr 50/1000 tab 10's,sitalent m sr 50mg/1000mg tablet 10s,378848,18.5,SIT0185,sitalent-m sr 50/1000 tab 10's,TALENT INDIA LTD
SIT0188,sitalent 100 tab 10's,sitalent 100mg tablet 10s,378850,17.9,SIT0188,sitalent 100 tab 10's,TALENT INDIA LTD
SIT0189,sitaglyn-d 50/5 tab 10's,sitaglyn d 50mg/5mg tablet 10s,377488,17,SIT0189,sitaglyn-d 50/5 tab 10's,ZYDUS PHARMA LTD
SIT0190,sitaglyn-d 100/10 tab 10's,sitaglyn d 100mg/10mg tablet 10s,377489,21,SIT0190,sitaglyn-d 100/10 tab 10's,ZYDUS PHARMA LTD
SIT0191,sitamax 100mg tab 10's,sitamax 100mg tablet 10s,379628,12.95,SIT0191,sitamax 100mg tab 10's,AJANTA PHARMA LTD
SIT0192,sitamax-d 10/100mg tab 10's,sitamax d 10mg/100mg tablet 10s,379630,18,SIT0192,sitamax-d 10/100mg tab 10's,AJANTA PHARMA LTD
SIT0202,sitacose-m 500 tab 10's,sitacose m 500mg tablet 10s,377551,11,SIT0202,sitacose-m 500 tab 10's,J B CHEMICALS & PHARMACEUTICALS LTD
SIT0203,sitacose-m 1000 tab 10's,sitacose m 1000mg tablet 10s,377550,14,SIT0203,sitacose-m 1000 tab 10's,J B CHEMICALS & PHARMACEUTICALS LTD
SIT0216,sitadapa 50/5 tab 10's,sitadapa 50mg/5mg tablet 10s,377691,14.2,SIT0216,sitadapa 50/5 tab 10's,MACLEODS PHARMACEUTICALS LTD
SIT0217,sitadapa 100/10 tab 10's,sitadapa 100mg/10mg tablet 10s,377690,16.9,SIT0217,sitadapa 100/10 tab 10's,MACLEODS PHARMACEUTICALS LTD
SIT0321,sitenali d 50/5 tab 10's,sitenali d 50mg/5mg tablet 10s,381316,14.9,SIT0321,sitenali d 50/5 tab 10's,CADILA HEALTHCARE LTD
SIT0327,sitaglyn d 100/5 tab 10's,sitaglyn d 100mg/5mg tablet 10s,381330,19,SIT0327,sitaglyn d 100/5 tab 10's,ZYDUS PHARMA LTD
SIT0356,sitanorm-m 100/500 tab 15's,sitanorm m 100mg/500mg tablet 15s,381443,12.93,SIT0356,sitanorm-m 100/500 tab 15's,MICRO LABS LTD
SIT0367,sitaglo m sr 100/500 tab 15's,sitaglo m sr 100mg/500mg tablet 15s,383151,12.9,SIT0367,sitaglo m sr 100/500 tab 15's,ARISTO PHARMACEUTICALS PVT LTD
SIT0368,sitaglo m sr forte 100/1000 tab 15's,sitaglo m sr forte 100mg/1000mg tablet 15s,383150,13.9,SIT0368,sitaglo m sr forte 100/1000 tab 15's,ARISTO PHARMACEUTICALS PVT LTD
SMA0073,smartisulin tab 15s,smartisulin tablet 15s,313714,5.27,SMA0073,smartisulin tab 15s,SOLEIL LIFE SCEINCES
SN10004,sn-15 forte tab 10's,sn 15 forte tablet 10s,381920,8.9,SN10004,sn-15 forte tab 10's,SERUM INSTITUTE LTD
SOB0026,sobisis ec 500mg tab 10's,sobisis ec 500 tablet 10s,374593,3.5,SOB0026,sobisis ec 500mg tab 10's,LA RENON HEALTHCARE PVT LTD
SOC0006,socalm 25 mg tab 10's,socalm 25 mg tablet 10s,313967,3.07,SOC0006,socalm 25 mg tab 10's,ADONIS LABORATORIES PVT LTD
SOD0311,sodicarb ec 500 tab 10's,sodicarb ec 500mg tablet 10s,381527,3.8,SOD0311,sodicarb ec 500 tab 10's,RENCORD PHARMACEUTICALS LTD
SOF0225,softel md tab 10's,softel tablet 10s,379881,2.5,SOF0225,softel md tab 10's,SYMBIOSIS PHARMACEUTICALS PVT LTD
SOF0311,sofovir 400mg tab 28's,sofovir 400mg tablet 28s,314085,662.79,SOF0311,sofovir 400mg tab 28's,HETERO DRUGS LTD
SOF0405,softel tab 10's,softel tablet 10s,379881,4.2,SOF0405,softel tab 10's,SYMBIOSIS PHARMACEUTICALS PVT LTD
SOL0155,solbiocal ds tab 10's,solbiocal ds tablet 10s,314289,5,SOL0155,solbiocal ds tab 10's,KINEDEX HEALTH CARE PVT LTD
SOL0211,solicept 10mg tab 10's,solicept 10 tablet 10s,314406,32.25,SOL0211,solicept 10mg tab 10's,LUPIN LABORATORIES LTD
SOM0116,somaday-40mg tab 10's,somaday 40mg tablet 10s,382828,7.94,SOM0116,somaday-40mg tab 10's,KAYRA INNOPHARM PVT LTD
SOO0012,sooktyn tab 50s,sooktyn tablet 50s,314858,1.12,SOO0012,sooktyn tab 50s,ALARSIN PHARMACEUTICALS LTD
SPA0353,spa-glow tab 10's,spa glow tablet 10s,382028,90,SPA0353,spa-glow tab 10's,SPA NUTRITION SPECIALIST PVT LTD
SPE0073,spectraxime 500 mg tab 10's,spectraxime 500mg tablet 10s,315892,26.16,SPE0073,spectraxime 500 mg tab 10's,SEAGULL PHARMACEUTICALS PVT LTD
SPE0108,speracal tab 15's,speracal tablet 15s,315957,4.73,SPE0108,speracal tab 15's,INDICO REMEDIES
SPI0339,spimect-12mg dt tab 10's,spimect 12mg tablet 10s,382213,29.9,SPI0339,spimect-12mg dt tab 10's,SPECTRUM LIFESCIENCES PVT LTD
SPN0002,spnib 70mg tab 60's,spnib 70mg tablet 60s,380171,3995,SPN0002,spnib 70mg tab 60's,ZYDUS CADILA HEALTHCARE LTD
STA0531,stapsin tab 10's,stapsin tablet 10s,317117,16,STA0531,stapsin tab 10's,STADIA BIOTECH PVT LTD
STA0585,staxim-200mg tab 10's,staxim 200mg tablet 10s,317344,13,STA0585,staxim-200mg tab 10's,STADIA BIOTECH PVT LTD
STA0870,staminaid max tab 10's,staminaid max tablet 10s,379994,49,STA0870,staminaid max tab 10's,GENO PHARMACEUTICALS LTD
STI0002,stilnoct 12.5mg tab 10's,stilnoct 12.5mg tablet 10s,317639,13.54,STI0002,stilnoct 12.5mg tab 10's,SANOFI AVENTIS INDIA LTD
STI0184,stig 50mg tab 15's,stig 50 tablet 15s,380620,7,STI0184,stig 50mg tab 15's,DR REDDY'S LABORATORIES
STR0098,strocit  m tab 10's,strocit m tablet 10s,317989,39.8,STR0098,strocit  m tab 10's,SUN PHARMACEUTICAL INDUSTRIES LTD
SUN0462,sunpod-200mg dt tab 10's,sunpod 200mg tablet dt 10s,319100,24,SUN0462,sunpod-200mg dt tab 10's,LAKSUN LIFE SCIENCES
SUP0552,suprawell tab 15's,suprawell tablet 15s,381411,12.8,SUP0552,suprawell tab 15's,WELLECHO
SYM0028,symbol 20 mg tab 10's,symbol 20mg tablet 10s,382273,7.4,SYM0028,symbol 20 mg tab 10's,TORRENT PHARMACEUTICALS LTD
SYN0004,syndopa 110mg tab 10's ***,syndopa 110mg tablet 10s,382186,2,SYN0004,syndopa 110mg tab 10's ***,SUN PHARMACEUTICAL INDUSTRIES LTD
SYN0006,syndopa md plus   tab 10's,syndopa plus tablet 10s,382210,2.1,SYN0006,syndopa md plus   tab 10's,SUN PHARMACEUTICAL INDUSTRIES LTD
SYN0364,synobone tab 10's,synobone tablet 10s,379136,34.9,SYN0364,synobone tab 10's,LALGOPAL HEALTHCARE PVT LTD - LG HEALTHCARE
T2C0003,t2c-m 10/500 tab 15's,t2c m 10mg/500mg tablet 15s,377987,10.81,T2C0003,t2c-m 10/500 tab 15's,IPCA LABORATORIES PVT LTD
T2C0004,t2c-m 10/1000 tab 15's,t2c m 10mg/1000mg tablet 15s,377988,12.51,T2C0004,t2c-m 10/1000 tab 15's,IPCA LABORATORIES PVT LTD
T3A0002,t3 ala tab 10's,t3 ala tablet 10s,377780,27.5,T3A0002,t3 ala tab 10's,INNOVCARE LIFE SCIENCES PVT LTD
TAC0139,tace-sp tab 10's,tace sp tablet 10s,320990,7.5,TAC0139,tace-sp tab 10's,STADIA BIOTECH PVT LTD
TAD0002,tadamit 10 mg tab 10's,tadamit 10mg tablet 10s,321186,30,TAD0002,tadamit 10 mg tab 10's,ALKEM LABORATORIES LTD
TAD0008,tadacip 20mg tab 10's,tadacip 20 tablet 10s,321164,37.38,TAD0008,tadacip 20mg tab 10's,CIPLA LTD
TAM0009,tamoxifen 20mg tab 10's,tamoxifen 20mg tablet 10s,321549,3.5,TAM0009,tamoxifen 20mg tab 10's,KHANDELWAL LABORATORIES LTD
TAM0013,tamoxifen 10 mg tab 10's,tamoxifen 10mg tablet 10s,321548,2.2,TAM0013,tamoxifen 10 mg tab 10's,FRESENIUS KABI INDIA PVT LTD
TAM0058,tamsulin 0.4mg tab 10's,tamsulin 0.4mg tablet 10s,321587,6.9,TAM0058,tamsulin 0.4mg tab 10's,IPCA LABORATORIES PVT LTD
TAP0047,tapfree er 50mg tab 10's,tapfree er 50 tablet 10s,321791,13,TAP0047,tapfree er 50mg tab 10's,MSN LABORATORIES LTD
TEG0013,tegretol 400mg cr tab 10's,tegretol 400mg tablet 10s,384431,4.57,TEG0013,tegretol 400mg cr tab 10's,NOVARTIS INDIA LTD
TEL0456,telgard h tab 10's,telgard h tablet 10s,381152,6.5,TEL0456,telgard h tab 10's,CIPLA LTD
TEL0932,telmipack 40 tab 30's,telmipack 40 tablet 30s,323515,240,TEL0932,telmipack 40 tab 30's,KOYE PHARMACEUTICALS
TEL1304,telma-80mg tab 30's,telma 80 tablet 30s,323243,9.98,TEL1304,telma-80mg tab 30's,GLENMARK PHARMACEUTICAL LTD
TEL1576,telfirst 40mg tab 15's,telfirst 40mg tablet 15s,379209,7.46,TEL1576,telfirst 40mg tab 15's,SINSAN PHARMACEUTICALS PVT LTD
TEL1788,telmisartan 40 tab 10's,telmisartan 40mg tablet 10s,323583,2.3,TEL1788,telmisartan 40 tab 10's,SARVAGUNAUSHDI PVT LTD
TEL1793,telfirst-ct 40/6.25mg tab 15's,telfirst ct 40mg/6.25mg tablet 15s,379210,10.03,TEL1793,telfirst-ct 40/6.25mg tab 15's,SINSAN PHARMACEUTICALS PVT LTD
TEL1961,telmed mct 25 tab 10's,telmed mct 25 tablet 10s,379419,12.5,TEL1961,telmed mct 25 tab 10's,MEDLEY PHARMACEUTICALS PVT LTD
TEL1962,telmed mct 50 tab 10's,telmed mct 50 tablet 10s,379420,14,TEL1962,telmed mct 50 tab 10's,MEDLEY PHARMACEUTICALS PVT LTD
TEL2092,teldawn lnb 50 tab 10's,teldawn lnb 50mg tablet 10s,383116,14,TEL2092,teldawn lnb 50 tab 10's,FUSION HEALTH CARE PVT LTD
TEL2120,teldawn lnb 25 tab 10's,teldawn lnb 25mg tablet 10s,383117,11,TEL2120,teldawn lnb 25 tab 10's,FUSION HEALTH CARE PVT LTD
TEN0090,tenorex 50mg tab 10's,tenorex 50mg tablet 10s,324508,1.26,TEN0090,tenorex 50mg tab 10's,BARODA PHARMA PVT LTD
TEN0707,tendopure-xt tab 10's,tendopure tablet 10s,385744,24,TEN0707,tendopure-xt tab 10's,IOSANS LIFE CARE
TEN0726,tendohope tab 10's,tendohope tablet 10s,379146,29.9,TEN0726,tendohope tab 10's,SYNETIC HEALTHCARE
TET0046,tetan beta 50mg tab 10's,tetan beta 50 tablet er 10s,325076,15.87,TET0046,tetan beta 50mg tab 10's,ALEMBIC LTD
TET0073,tetan am tab 10's,tetan am tablet 10s,325083,9.17,TET0073,tetan am tab 10's,ALEMBIC LTD
THE0148,themis calcium tab 60's,themis calcium tablet 60s,325666,5,THE0148,themis calcium tab 60's,THEMIS PHARMACEUTICALS LTD
THY0134,thyrogain tab 10's,thyrogain tablet 10s,326195,7.75,THY0134,thyrogain tab 10's,AKUMENTIS HEALTHCARE LTD
THY0198,thyronorm 62.5mcg tab 100's,thyronorm 62.5mcg tablet 100s,380820,142.24,THY0198,thyronorm 62.5mcg tab 100's,ABBOTT INDIA LIMITED
THY0281,thyropax 100 tab 100's,thyropax 100mg tablet 100s,377109,66.43,THY0281,thyropax 100 tab 100's,ALTEUS BIOGENICS PVT LTD
THY0283,thyropax 50 tab 100's,thyropax 50mcg tablet 100s,380992,71.02,THY0283,thyropax 50 tab 100's,ALTEUS BIOGENICS PVT LTD
THY0285,thyropax 12.5 tab 100's,thyropax 12.5mcg tablet 100s,380990,75.04,THY0285,thyropax 12.5 tab 100's,ALTEUS BIOGENICS PVT LTD
TIC0097,ticasave 60 tab 14's,ticasave 60mg tablet 14s,382979,18,TIC0097,ticasave 60 tab 14's,ERIS LIFE SCIENCES LTD
TIC0124,ticastro 90 tab 10's,ticastro 90mg tablet 10s,377480,21.4,TIC0124,ticastro 90 tab 10's,INTAS PHARMACEUTICALS LTD
TIG0106,tigemac 60mg tab 10's,tigemac 60mg tablet 10s,380373,16,TIG0106,tigemac 60mg tab 10's,MACLEODS PHARMACEUTICALS LTD
TIP0027,tipanat 20 tab 20's,tipanat 20mg tablet 20s,380421,10000,TIP0027,tipanat 20 tab 20's,NATCO PHARMA LTD
TIR0019,tirosera d tab 10's,tirosera d tablet 10s,326842,13.78,TIR0019,tirosera d tab 10's,AEQUITAS HEALTHCARE PVT LTD
TOC0017,tocef 200mg tab 6's,tocef 200mg tablet 6s,327175,7.65,TOC0017,tocef 200mg tab 6's,DUMMY
TOC0081,tocotru tab 10's,tocotru tablet 10s,378977,15.9,TOC0081,tocotru tab 10's,BIOBERICA LABS INDIA PVT LTD
TOP0004,topaz-100mg tab 10's,topaz 100 tablet 10s,327589,15.5,TOP0004,topaz-100mg tab 10's,INTAS PHARMACEUTICALS LTD
TOP0006,topaz-50mg tab 10's,topaz 50 tablet 10s,327593,8,TOP0006,topaz-50mg tab 10's,INTAS PHARMACEUTICALS LTD
TOP0429,topan-40mg tab 10's,topan 40mg tablet 10s,327582,6.2,TOP0429,topan-40mg tab 10's,INNOVATION ORGANICE INDIA PVT LTD
TOP0504,topimac 20 tab 10's,topimac 20mg tablet 10s,377972,10,TOP0504,topimac 20 tab 10's,MACLEODS PHARMACEUTICALS LTD
TOP0505,topimac 40 tab 10's,topimac 40mg tablet 10s,377971,18,TOP0505,topimac 40 tab 10's,MACLEODS PHARMACEUTICALS LTD
TOP0506,topimac 60 tab 10's,topimac 60mg tablet 10s,377970,26,TOP0506,topimac 60 tab 10's,MACLEODS PHARMACEUTICALS LTD
TOR0532,torvox-5 tab 10's,torvox 5mg tablet 10s,378736,9,TOR0532,torvox-5 tab 10's,TORRENT PHARMACEUTICALS LTD
TOR0533,torvox-10 tab 10's,torvox 10mg tablet 10s,378270,16,TOR0533,torvox-10 tab 10's,TORRENT PHARMACEUTICALS LTD
TOR0534,torvox-20 tab 10's,torvox 20mg tablet 10s,378735,31,TOR0534,torvox-20 tab 10's,TORRENT PHARMACEUTICALS LTD
TOS0046,tosren-150 tab 10's,tosren 150 tablet 10s,380497,18.1,TOS0046,tosren-150 tab 10's,OSREN HEALTHCARE PVT LTD
TRA0679,travecal os tab  15s,travecal os tablet 15s,328924,9.86,TRA0679,travecal os tab  15s,AVIS LIFE CARE PVT LTD
TRA0800,tramcet tab 10's,tramcet tablet 10s,378340,5.6,TRA0800,tramcet tab 10's,HBC LIFESCIENCE PVT LTD
TRA0810,trak plus tab 10's,trak plus tablet 10s,328501,5,TRA0810,trak plus tab 10's,LAKSUN LIFE SCIENCES
TRA1054,tranexaren 500/250 tab 10's,tranexaren 500mg/250mg tablet 10s,380348,41.5,TRA1054,tranexaren 500/250 tab 10's,LA RENON HEALTHCARE PVT LTD
TRI0011,trifol   tab 10's,trifol tablet 10s,329680,1.2,TRI0011,trifol   tab 10's,VANGUARD THERAPEUTICS PVT LTD
TRI0683,tripleacal tab 30's,tripleacal tablet 30s,330149,6,TRI0683,tripleacal tab 30's,USV LTD
TRI0785,triohep tab 10's,triohep tablet 10s,379503,17,TRI0785,triohep tab 10's,AMAZEON BIOTECH INC
TRI1411,trisertain 20mg tab 10's,trisertain 20mg tablet 10s,380980,12,TRI1411,trisertain 20mg tab 10's,DR REDDY'S LABORATORIES
TRI1672,triogrip tab 10's,triogrip tablet 10s,381153,33,TRI1672,triogrip tab 10's,KINDSPIRIT PHARMACEUTICALS
TRI1704,trinexovas 40 tab 15's,trinexovas 40mg tablet 15s,380169,24.8,TRI1704,trinexovas 40 tab 15's,MACLEODS PHARMACEUTICALS LTD
TRI1752,triglimisave 2 tab 15's,triglimisave 2mg tablet 15s,377699,15.2,TRI1752,triglimisave 2 tab 15's,ERIS LIFE SCIENCES LTD
TRI1756,tricomax tab 10's,tricomax tablet 10s,385373,20,TRI1756,tricomax tab 10's,DERMAKARE PHARMACEUTICALS PVT LTD
TRY0033,tryptinol 25mg tab 10's,tryptinol 25mg tablet 10s,382037,2.21,TRY0033,tryptinol 25mg tab 10's,KNOLL HEALTH CARE PVT LTD
TYK0002,tykerb 250mg tab 6's,tykerb 250mg tablet 6s,331820,445,TYK0002,tykerb 250mg tab 6's,GLAXO SMITHKLINE PHARMACEUTICALS LTD
TYL0001,tylorin tab 10's,tylorin tablet 10s,331833,11.1,TYL0001,tylorin tab 10's,BBRAUN MEDICAL INDIA PVT LTD
UBI0068,ubico-prime tab 10's,ubico prime tablet 10s,379206,58.5,UBI0068,ubico-prime tab 10's,PINK INDIA LIFE SCIENCES LID
UBI0084,ubijoy tab 10's,ubijoy tablet 10s,382174,70,UBI0084,ubijoy tab 10's,BOSNER LIFESCIENCES PVT LTD
UBI0089,ubimor 100mg tab 10's,ubimor 100mg tablet 10s,380792,99.9,UBI0089,ubimor 100mg tab 10's,ANTHEM BIOPHARMA PVT LTD
UBI0120,ubinine-plus tab 10's,ubinine plus tablet 10s,379651,119,UBI0120,ubinine-plus tab 10's,CUREMEDIWAYS PHARMA LLP
ULC0112,ulcon mv 200 tab 10's,ulcon mv 200mg tablet 10s,379670,23,ULC0112,ulcon mv 200 tab 10's,UHL PHARMA
ULT0418,ultra king tab 15's,ultra king tablet 15s,382060,10.63,ULT0418,ultra king tab 15's,LABORATE PHARMA LTD
ULT0489,ulticozim-lc tab 30's,ulticozim lc tablet 30s,378624,1770,ULT0489,ulticozim-lc tab 30's,ULTRA BIOLOGICALS
UMF0002,umfla-d tab 10's,umfla d tablet 10s,379107,28.6,UMF0002,umfla-d tab 10's,ADONIS PHYTOCEUTICALS PVT LTD
URI0217,urinice tab 15s,urinice tablet 15s,334246,5.6,URI0217,urinice tab 15s,VOTARY LABORATORIES LTD
URN0002,urnoz-450 tab 10's,urnoz 450mg tablet 10s,379637,45,URN0002,urnoz-450 tab 10's,INGRAM BIOSCIENCES PVT LTD
URS0095,ursodeoxycholic acid 300mg tab 10's,ursodeoxycholic acid 300mg tablet 10s,334402,15.8,URS0095,ursodeoxycholic acid 300mg tab 10's,JAN AUSHADHI MARKETING FEDERATION LTD
UTT0002,uttercare 2 tab 10's,uttercare 2mg tablet 10s,378260,55,UTT0002,uttercare 2 tab 10's,D-CURE PHARMACEUTICALS PVT LTD
V2L0002,v2 liv tab 10's,v2 liv tablet 10s,380500,15.3,V2L0002,v2 liv tab 10's,NOVITAS HEALTHCARE
VAL0295,valet sp tab 10's,valet sp tablet 10s,335458,7.9,VAL0295,valet sp tab 10's,VENSAT BIO PVT LTD
VAS0385,vascilo 50mg tab 10's,vascilo 50mg tablet 10s,379143,20.5,VAS0385,vascilo 50mg tab 10's,CONATUS HEALTHCARE PVT LTD
VAS0386,vascilo 100mg tab 10's,vascilo 100mg tablet 10s,379144,36.4,VAS0386,vascilo 100mg tab 10's,CONATUS HEALTHCARE PVT LTD
VEE0054,veenat 400mg tab 30s,veenat 400 tablet 30s,336444,265.5,VEE0054,veenat 400mg tab 30s,NATCO PHARMA LTD
VEN0565,ventrif-dl 550 tab 10's,ventrif dl 550 tablet 10s,379265,39.9,VEN0565,ventrif-dl 550 tab 10's,AVROHN PHARMA (I) LTD
VER0132,vertibil 16mg tab 10's,vertibil 16mg tablet 10s,337265,7.8,VER0132,vertibil 16mg tab 10's,VIILBERY HEALTHCARE PVT LTD
VER0370,verocet 500mg tab 15's,verocet 500mg tablet 15s,380891,12.43,VER0370,verocet 500mg tab 15's,ALTEUS BIOGENICS PVT LTD
VER0379,verocet er 500mg tab 15's,verocet 500mg tablet 15s,380891,15.29,VER0379,verocet er 500mg tab 15's,ALTEUS BIOGENICS PVT LTD
VER0462,vertifyl-16 tab 10's,vertifyl 16mg tablet 10s,382032,7.7,VER0462,vertifyl-16 tab 10's,LEEFORD HEALTH CARE LTD
VER0492,verquvo 2.5mg tab 14's,verquvo 2.5mg tablet 14s,377597,127.43,VER0492,verquvo 2.5mg tab 14's,BAYER ZYDUS PHARMA PVT LTD
VET0064,vetira 750 tab 10's,vetira 750mg tablet 10s,378363,18,VET0064,vetira 750 tab 10's,HETERO DRUGS LTD
VIA0001,viagra 100mg tab 1's,viagra 100mg tablet 1s,337594,621.85,VIA0001,viagra 100mg tab 1's,PFIZER LTD
VID0103,vidaglo-d10 tab 10's,vidaglo d10 tablet 10s,382789,20,VID0103,vidaglo-d10 tab 10's,MEDLEY PHARMACEUTICALS PVT LTD
VID0104,vidaglo-d5 tab 10's,vidaglo d5 tablet 10s,382788,19,VID0104,vidaglo-d5 tab 10's,MEDLEY PHARMACEUTICALS PVT LTD
VIG0008,vigore 100mg tab 4's,vigore 100mg tablet 4s,382349,29,VIG0008,vigore 100mg tab 4's,GERMAN REMEDIES LTD
VIG0086,vigly-50 tab 15's,vigly 50mg tablet 15s,381095,8.33,VIG0086,vigly-50 tab 15's,GLYNIS PHARMACEUTICALS PVT LTD
VIL0311,vilsure-100 sr tab 15's,vilsure 100 sr tablet 15s,379222,15,VIL0311,vilsure-100 sr tab 15's,SINSAN PHARMACEUTICALS PVT LTD
VIL0331,vilmax 50 tab 15's,vilmax 50mg tablet 15s,379310,7.7,VIL0331,vilmax 50 tab 15's,AKUMENTIS HEALTHCARE LTD
VIL0379,vildaray sr 50 tab 15's,vildaray 50mg tablet 15s,384520,10,VIL0379,vildaray sr 50 tab 15's,LLOYD HEALTHCARE PVT LTD
VIL0457,vilatin dp 10/100 tab 10's,vilatin dp 10mg/100mg tablet 10s,379620,21,VIL0457,vilatin dp 10/100 tab 10's,AJANTA PHARMA LTD
VIL0468,vilatin dp 5/100 tab 10's,vilatin dp 5mg/100mg tablet 10s,379621,18,VIL0468,vilatin dp 5/100 tab 10's,AJANTA PHARMA LTD
VIT0499,vitasonic mv tab 10's,vitasonic mv tablet 10s,339146,12.2,VIT0499,vitasonic mv tab 10's,UTH HEALTHCARE LTD
VIT0577,vitzin tab 10's,vitzin tablet 10s,339517,9.99,VIT0577,vitzin tab 10's,CACHET PHARMACEUTICALS PVT LTD
VIT0687,vitaron tab 10's,vitaron tablet 10s,379267,33.5,VIT0687,vitaron tab 10's,AVRON LABORATORIES LTD
VIT0950,vitamerp-cq tab 10's,vitamerp cq tablet 10s,382010,51,VIT0950,vitamerp-cq tab 10's,MERPS MEDICARE PVT LTD
VIT1130,vitobat-q10 tab 10's,vitobat q10 tablet 10s,380674,59.5,VIT1130,vitobat-q10 tab 10's,UBATLIFE HEALTH CARE
VLQ0002,vlq-3 tab 10's,vlq 3 tablet 10s,379711,34.9,VLQ0002,vlq-3 tab 10's,MIBSONS PHARMACEUTICALS PVT LTD
VOG0003,voglitor 0.3mg tab 10's,voglitor md 0.3 tablet 10s,383487,9.9,VOG0003,voglitor 0.3mg tab 10's,TORRENT PHARMACEUTICALS LTD
VOG0010,vogo 0.2mg tab 10's,vogo 0.2 tablet 10s,340348,7.02,VOG0010,vogo 0.2mg tab 10's,ALEMBIC LTD
VOG0157,vogloyd 3d 2.2 tab 10's,vogloyd 3d 2.2 tablet sr 10s,340291,11,VOG0157,vogloyd 3d 2.2 tab 10's,LLOYD HEALTHCARE PVT LTD
VOG0238,voglilar-mg2 10's tab 10's,voglilar mg2 tablet 10s,340148,9.49,VOG0238,voglilar-mg2 10's tab 10's,LARION LIFE SCIENCES PVT LTD
VOG0249,voglipack 0.2 tab 30's,voglipack 0.2 tablet md 30s,340193,204,VOG0249,voglipack 0.2 tab 30's,KOYE PHARMACEUTICALS
VOG0544,vogtin forte tab 30's,vogtin forte tablet 30s,380683,780,VOG0544,vogtin forte tab 30's,VOGUE PHARMACEUTICALS PVT LTD
VOR0120,vormind 5 tab 10's,vormind 5 tablet 10s,379522,9.5,VOR0120,vormind 5 tab 10's,MSN LABORATORIES LTD
VOR0121,vormind 10 tab 10's,vormind 10 tablet 10s,379521,16.8,VOR0121,vormind 10 tab 10's,MSN LABORATORIES LTD
VOZ0025,vozi 30 tab 60's,vozi 30mg tablet 60s,380684,768,VOZ0025,vozi 30 tab 60's,VOGUE PHARMACEUTICALS PVT LTD
